"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5BIPULFF","conferencePaper","2025","Abdullah, Kafa; Zhang, Shuang; Nasr, Hamzah","Enhancing Pediatric Wrist Fracture Detection: A Two-Stage YOLOv8 Approach with Class-Specific Data Augmentation","2025 IEEE International Conference on Pattern Recognition, Machine Vision and Artificial Intelligence (PRMVAI)","","","10.1109/PRMVAI65741.2025.11108564","https://ieeexplore.ieee.org/document/11108564/","Detection of pediatric wrist fractures is equally plagued by class imbalance and intricacy of some fracture types. We propose a method to counter this challenge through using class-specific data augmentation and a focused training strategy. From a subset of the original dataset, we selectively augmented five underrepresented and complex classes—Bone Anomaly, Bone Lesion, Pronator Sign, Soft Tissue, and Periosteal Reaction—using techniques such as rotation, zoom-out, and brightness adjustments. This selective augmentation allowed the class to be balance and enhanced feature clarity, particularly for classes with limited or complex data. Moreover, by isolating each class during augmentation, the model could focus on learning intricate features more effectively. Our two-stage training process first trained the model on these five challenging classes, then fine-tuned it on the full eight-class dataset. Trained for both YOLOv8 architectures (YOLOv8n and YOLOv8m), our approach achieved a state-of-the-art performance, with the YOLOv8m model attaining an mAP50 of 0.928 and an mAP50-95 of 0.823 on the original validation set. Notably, underrepresented classes as Bone Lesion reached precision of 0.946 and recall of 0.933 while with mAP 50 of 0.923 for Periosteal Reaction. This work highlights class-specific augmentation and focused training's effectiveness in addressing dataset imbalances and enhancing performance. It provides a reliable and complete solution for detecting wrist fractures in a pediatric setting, ideally suited for any real-world application in medicine.","2025-06","2025-10-21 02:32:45","2025-10-21 02:32:45","2025-10-21 02:32:45","1-8","","","","","","Enhancing Pediatric Wrist Fracture Detection","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\ik_pa\Zotero\storage\NQ445TQM\Abdullah et al. - 2025 - Enhancing Pediatric Wrist Fracture Detection A Two-Stage YOLOv8 Approach with Class-Specific Data A.pdf","","","Bones; X-ray imaging; Wrist; Data augmentation; Reliability; Training; Object Detection; Real-time systems; Biological tissues; Class Imbalance; Class-Specific Data Augmentation; Lesions; Pediatric Wrist Fracture Detection; Standards; Two-Stage Training; X-ray Image Analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE International Conference on Pattern Recognition, Machine Vision and Artificial Intelligence (PRMVAI)","","","","","","","","","","","","","","",""
"4YW98D6Y","preprint","2024","Ju, Rui-Yang; Chien, Chun-Tse; Lin, Chia-Min; Chiang, Jen-Shiun","Global Context Modeling in YOLOv8 for Pediatric Wrist Fracture Detection","","","","10.48550/arXiv.2407.03163","http://arxiv.org/abs/2407.03163","Children often suffer wrist injuries in daily life, while fracture injuring radiologists usually need to analyze and interpret X-ray images before surgical treatment by surgeons. The development of deep learning has enabled neural network models to work as computer-assisted diagnosis (CAD) tools to help doctors and experts in diagnosis. Since the YOLOv8 models have obtained the satisfactory success in object detection tasks, it has been applied to fracture detection. The Global Context (GC) block effectively models the global context in a lightweight way, and incorporating it into YOLOv8 can greatly improve the model performance. This paper proposes the YOLOv8+GC model for fracture detection, which is an improved version of the YOLOv8 model with the GC block. Experimental results demonstrate that compared to the original YOLOv8 model, the proposed YOLOv8-GC model increases the mean average precision calculated at intersection over union threshold of 0.5 (mAP 50) from 63.58% to 66.32% on the GRAZPEDWRI-DX dataset, achieving the state-of-the-art (SOTA) level. The implementation code for this work is available on GitHub at https://github.com/RuiyangJu/YOLOv8_Global_Context_Fracture_Detection.","2024-07-03","2025-10-21 02:37:18","2025-10-21 02:37:18","2025-10-21 02:37:18","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2407.03163 [cs]","","C:\Users\ik_pa\Zotero\storage\ZDDKMGXX\Ju et al. - 2024 - Global Context Modeling in YOLOv8 for Pediatric Wrist Fracture Detection.pdf; C:\Users\ik_pa\Zotero\storage\4BQYRSI6\2407.html","","","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2407.03163","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FJS6JBIL","conferencePaper","2025","Li, Boshuo","GAT-YOLOv11-Based Classification Method for Pediatric Wrist Fractures","2025 6th International Conference on Computer Vision, Image and Deep Learning (CVIDL)","","","10.1109/CVIDL65390.2025.11085976","https://ieeexplore.ieee.org/document/11085976/","Precise diagnosis and meticulous classification are paramount to the effective treatment of pediatric distal radius fractures. Traditional X-ray exams are often difficult to interpret and have a high misdiagnosis rate. This research introduces a novel approach that employs an enhanced YOLOv11 algorithm and the GRAZPEDWRI-DX dataset, incorporating data augmentation techniques. The model includes CGD and DAT modules to enhance context awareness and focus on important areas. The improved model achieves an \mathbfm A P of \mathbf6 6. 2 % at \mathbfI o U=\mathbf0. 5 for pediatric wrist fracture classification, outperforming comparison models. Ablation studies confirm the effectiveness of the modules. This approach significantly improves diagnostic accuracy and efficiency, supporting clinical treatment.","2025-05","2025-10-21 05:06:30","2025-10-21 05:06:30","2025-10-21 05:06:30","249-252","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\ik_pa\Zotero\storage\FEQKB4MX\Li - 2025 - GAT-YOLOv11-Based Classification Method for Pediatric Wrist Fractures.pdf","","","Accuracy; Deep learning; Feature extraction; fracture classification; Wrist; Data augmentation; Transformers; YOLOv11; Context modeling; Context awareness; Interference; Pediatric wrist trauma; Pediatrics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 6th International Conference on Computer Vision, Image and Deep Learning (CVIDL)","","","","","","","","","","","","","","",""
"2AA5IQUG","journalArticle","2026","Qiu, Haifeng; He, Yong","X-YOLO: A method for detecting wrist fractures in children based on dynamic feature enhancement and lightweight design","Biomedical Signal Processing and Control","","17468094","10.1016/j.bspc.2025.108874","https://linkinghub.elsevier.com/retrieve/pii/S1746809425013850","Objectives: Our goal here is to introduce a nifty, multi-task wrist fracture detection technique with a leaner footprint, leveraging an upgraded YOLO11s setup. This approach tackles the tricky balance between accuracy and efficiency in real-world medical settings. Methods: We have got our hands on the HGNetV2 module, which gets our backbone network trim and tight by cutting down on parameters and computational bloat. The DySample module joins the neck network to up our game in pinpointing tiny fractures and bone issues, all thanks to its dynamic sampling strategy that boosts multi-scale feature mapping. We swapped out the regular Conv blocks for GSConv in the neck network, which not only slashes the computational load but also keeps the info flowing smoothly. And to top it off, we have concocted the Focaler-CIoU loss function, a tweak on the Focaler-IoU that gives priority to different samples and sharpens the model’s learning across various scales. Results: We have tested our system on GRAZPEDWRI-DX and FracAtlas datasets, and the improvements are nothing short of spectacular. Our model now clocks in at a mere 7.0M parameters, a 25.5% shrink from the original YOLO11s. Ablation studies show that our X-YOLO model slashes computational costs by a hearty 21.5% without missing a beat, hitting mAP@0.5 and mAP@0.5:0.95 scores of 65% and 41.8%, respectively. This confirms that our lightweight design and dynamic feature-boosting strategies are the real deal. Conclusion: In summary, we have crafted a detection framework that is a perfect fit for pediatric wrist X-rays, thanks to the clever combo of HGNetV2, DySample, GSConv, and Focaler-CIoU. Our model has a keen eye for microfractures and bone lesions, all while keeping the computational footprint small and the latency low.","2026-02","2025-10-27 04:21:28","2025-10-27 04:21:28","2025-10-27 04:21:28","108874","","","112","","Biomedical Signal Processing and Control","X-YOLO","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\ik_pa\Zotero\storage\7P6DTRKM\Qiu and He - 2026 - X-YOLO A method for detecting wrist fractures in children based on dynamic feature enhancement and.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N5LEL6UU","preprint","2024","Ahmed, Ammar; Manaf, Abdul","Pediatric Wrist Fracture Detection in X-rays via YOLOv10 Algorithm and Dual Label Assignment System","","","","10.48550/arXiv.2407.15689","http://arxiv.org/abs/2407.15689","Wrist fractures are highly prevalent among children and can significantly impact their daily activities, such as attending school, participating in sports, and performing basic self-care tasks. If not treated properly, these fractures can result in chronic pain, reduced wrist functionality, and other long-term complications. Recently, advancements in object detection have shown promise in enhancing fracture detection, with systems achieving accuracy comparable to, or even surpassing, that of human radiologists. The YOLO series, in particular, has demonstrated notable success in this domain. This study is the first to provide a thorough evaluation of various YOLOv10 variants to assess their performance in detecting pediatric wrist fractures using the GRAZPEDWRI-DX dataset. It investigates how changes in model complexity, scaling the architecture, and implementing a dual-label assignment strategy can enhance detection performance. Experimental results indicate that our trained model achieved mean average precision (mAP@50-95) of 51.9\% surpassing the current YOLOv9 benchmark of 43.3\% on this dataset. This represents an improvement of 8.6\%. The implementation code is publicly available at https://github.com/ammarlodhi255/YOLOv10-Fracture-Detection","2024-07-31","2025-10-29 03:18:53","2025-10-29 03:18:53","2025-10-29 03:18:53","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2407.15689 [eess]","","C:\Users\ik_pa\Zotero\storage\82EYRIHW\Ahmed and Manaf - 2024 - Pediatric Wrist Fracture Detection in X-rays via YOLOv10 Algorithm and Dual Label Assignment System.pdf; C:\Users\ik_pa\Zotero\storage\BKMVS574\2407.html","","","Computer Science - Computer Vision and Pattern Recognition; Electrical Engineering and Systems Science - Image and Video Processing","","","","","","","","","","","","","","","","","","","arXiv:2407.15689","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNGZVW7F","conferencePaper","2024","Ali, Subhan; Imran, Ali Shariq; Kastrati, Zenun; Daudpota, Sher Muhammad; Cheikh, Faouzi Alaya; Ullah, Mohib","Enhancing Wrist Fracture Detection and Classification through Deep Learning and XAI","2024 12th European Workshop on Visual Information Processing (EUVIP)","","2471-8963","10.1109/EUVIP61797.2024.10772888","https://ieeexplore.ieee.org/document/10772888/","According to WHO, approximately 1.71 billion people worldwide have musculoskeletal conditions, which in- clude various issues such as intact muscles, bones, joints, and fractures. Among those, fractures are the most common. Due to the emergency nature of diagnosing fractures, there is a high chance of misdiagnosis for several reasons, such as the unavailability of radiologists, physicians' lack of experience, and other factors. Fracture diagnostic or X-ray interpretation errors can be reduced if radiographs are always read instantly by radiologists or automatically. In our study, we are focusing on automating wrist fracture diagnosis, where we are utilizing the publicly available GRAZPEDWRI-DX dataset, which consists of 20,327 wrist radiographs. We employed the YOLOv9 model for fracture detection, achieving an mAP@50 of 0.677, which surpasses previous benchmarks. For fracture classification, we trained several state-of-the-art deep learning models, including VGG16, VGG19, ResNet50, EfficientNetB7, DenseNet121, MobileNet, and ConvNeXtXLarge. In particular, the YOLOv8-cls model surpassed all others in accuracy (0.93), precision (0.9352), and recall (0.8855), reaching its peak performance at epoch 70. To elucidate the decision-making process of both the detection and classification models, we generated explainable saliency maps through EigenCAM, making the models more explainable and interpretable.","2024-09","2025-10-29 03:56:45","2025-10-29 03:56:45","2025-10-29 03:56:45","1-6","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\ik_pa\Zotero\storage\VGFGZXYM\Ali et al. - 2024 - Enhancing Wrist Fracture Detection and Classification through Deep Learning and XAI.pdf","","","Accuracy; Deep learning; Medical diagnosis; computer vision; deep learning; Wrist; Medical diagnostic imaging; Visualization; Computational modeling; Diagnostic radiography; wrist fracture detection; Explainable AI; explainable artificial intelligence; Focusing; wrist fracture classification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 12th European Workshop on Visual Information Processing (EUVIP)","","","","","","","","","","","","","","",""
"9XM5B75U","conferencePaper","2025","Cao, Dingsheng","Advancing Pediatric Fracture Detection: A Novel YOLOv9 Architecture for Enhanced X-ray Image Analysis","2025 10th International Conference on Electronic Technology and Information Science (ICETIS)","","","10.1109/ICETIS66286.2025.11144195","https://ieeexplore.ieee.org/document/11144195/","Traditional YOLO models often struggle with the automated detection of pediatric wrist fractures in X-ray images, particularly in achieving high classification accuracy with complex and subtle fracture patterns due to their limited feature extraction capabilities. In response to these challenges, this research significantly enhances the YOLOv9 framework by integrating a specialized branch network that focuses on refining feature extraction and fracture classification. This innovation leads to substantial gains in detection performance, achieving a mean average precision (mAP) of 71.8% and an mAP50-95 of 43.4%. Our results demonstrate the model’s improved ability to identify intricate and subtle fracture patterns, offering a promising solution to reduce radiologist workload and accelerate diagnostic processes in clinical settings.","2025-06","2025-10-29 04:20:41","2025-10-29 04:20:41","2025-10-29 04:20:41","249-254","","","","","","Advancing Pediatric Fracture Detection","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\ik_pa\Zotero\storage\6M4WCBYT\Cao - 2025 - Advancing Pediatric Fracture Detection A Novel YOLOv9 Architecture for Enhanced X-ray Image Analysi.pdf","","","Accuracy; Location awareness; X-ray imaging; Feature extraction; YOLO; Wrist; Radiography; Technological innovation; Refining; Algorithm Optimization; Fracture Localization; Optimization; Pediatric Radiography; YOLOv9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 10th International Conference on Electronic Technology and Information Science (ICETIS)","","","","","","","","","","","","","","",""
"TPW5Q7ZW","journalArticle","2023","Till, Tristan; Tschauner, Sebastian; Singer, Georg; Lichtenegger, Klaus; Till, Holger","Development and optimization of AI algorithms for wrist fracture detection in children using a freely available dataset","Frontiers in Pediatrics","","2296-2360","10.3389/fped.2023.1291804","https://www.frontiersin.org/articles/10.3389/fped.2023.1291804/full","Introduction               In the field of pediatric trauma computer-aided detection (CADe) and computer-aided diagnosis (CADx) systems have emerged offering a promising avenue for improved patient care. Especially children with wrist fractures may benefit from machine learning (ML) solutions, since some of these lesions may be overlooked on conventional X-ray due to minimal compression without dislocation or mistaken for cartilaginous growth plates. In this article, we describe the development and optimization of AI algorithms for wrist fracture detection in children.                                         Methods               A team of IT-specialists, pediatric radiologists and pediatric surgeons used the freely available GRAZPEDWRI-DX dataset containing annotated pediatric trauma wrist radiographs of 6,091 patients, a total number of 10,643 studies (20,327 images). First, a basic object detection model, a You Only Look Once object detector of the seventh generation (YOLOv7) was trained and tested on these data. Then, team decisions were taken to adjust data preparation, image sizes used for training and testing, and configuration of the detection model. Furthermore, we investigated each of these models using an Explainable Artificial Intelligence (XAI) method called Gradient Class Activation Mapping (Grad-CAM). This method visualizes where a model directs its attention to before classifying and regressing a certain class through saliency maps.                                         Results                                Mean average precision (mAP) improved when applying optimizations pre-processing the dataset images (maximum increases of                                                         +                                                     25.51% mAP@0.5 and                                                         +                                                     39.78% mAP@[0.5:0.95]), as well as the object detection model itself (maximum increases of                                                         +                                                     13.36% mAP@0.5 and                                                         +                                                     27.01% mAP@[0.5:0.95]). Generally, when analyzing the resulting models using XAI methods, higher scoring model variations in terms of mAP paid more attention to broader regions of the image, prioritizing detection accuracy over precision compared to the less accurate models.                                                        Discussion               This paper supports the implementation of ML solutions for pediatric trauma care. Optimization of a large X-ray dataset and the YOLOv7 model improve the model’s ability to detect objects and provide valid diagnostic support to health care specialists. Such optimization protocols must be understood and advocated, before comparing ML performances against health care specialists.","2023-12-21","2025-10-29 04:26:51","2025-10-29 04:26:51","2025-10-29 04:26:51","1291804","","","11","","Front. Pediatr.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\ik_pa\Zotero\storage\LX3KBZ2J\Till et al. - 2023 - Development and optimization of AI algorithms for wrist fracture detection in children using a freel.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APHSW2MS","journalArticle","2025","Basak, Promit; Mushtak, Adam; Ouda, Mohamed; Nobi, Sadia Farhana; Hasan, Anwarul; Chowdhury, Muhammad E. H.","Improving pediatric trauma care: an automated system for wrist trauma detection using GELAN","Neural Computing and Applications","","0941-0643, 1433-3058","10.1007/s00521-025-11539-1","https://link.springer.com/10.1007/s00521-025-11539-1","Trauma is a major cause of disability among children, requiring swift and accurate diagnosis for effective treatment. This paper introduces an automated method that uses deep learning to detect and categorize fractures in children using X-ray images. The system makes use of the GRAZPEDWRI-DX dataset, which consists of 20,327 annotated X-ray images of pediatric wrist fractures. Our architecture, which is built upon the generalized efﬁcient layer aggregation network (GELAN), effectively tackles the issues of class imbalance and image resolution. As a result, it achieves state-of-the-art performance in both trauma and severity detection. Our proposed framework surpassed the most advanced techniques, showcasing exceptional precision and effectiveness, achieving a mean average precision (mAP50) score of 74.1%, 95%, and 85.5% for Task A (trauma detection), Task B (fracture detection), and Task C (fracture severity detection), respectively. The results of our study highlight the capacity of deep learning to improve the diagnosis of pediatric trauma, decrease the burden on radiologists, and boost patient outcomes.","2025-10","2025-10-29 05:36:39","2025-10-29 05:36:39","2025-10-29 05:36:39","25095-25121","","30","37","","Neural Comput & Applic","Improving pediatric trauma care","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\ik_pa\Zotero\storage\KCCIKMSC\Basak et al. - 2025 - Improving pediatric trauma care an automated system for wrist trauma detection using GELAN.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6MLIYJLM","journalArticle","2025","Amirouche, Farid; Prosper, Aashik Mathew; Mzeihem, Majd","Enhancing pediatric distal radius fracture detection: optimizing YOLOv8 with advanced AI and machine learning techniques","BMC Medical Imaging","","1471-2342","10.1186/s12880-025-01669-2","https://bmcmedimaging.biomedcentral.com/articles/10.1186/s12880-025-01669-2","Background In emergency departments, residents and physicians interpret X-rays to identify fractures, with distal radius fractures being the most common in children. Skilled radiologists typically ensure accurate readings in wellresourced hospitals, but rural areas often lack this expertise, leading to lower diagnostic accuracy and potential delays in treatment. Machine learning systems offer promising solutions by detecting subtle features that non-experts might miss. Recent advancements, including YOLOv8 and its attention-mechanism models, YOLOv8-AM, have shown potential in automated fracture detection. This study aims to refine the YOLOv8-AM model to improve the detection of distal radius fractures in pediatric patients by integrating targeted improvements and new attention mechanisms. Methods We enhanced the YOLOv8-AM model to improve pediatric wrist fracture detection, maintaining the YOLOv8 backbone while integrating attention mechanisms such as the Convolutional Block Attention Module (CBAM) and the Global Context (GC) block. We optimized the model through hyperparameter tuning, implementing data cleaning, augmentation, and normalization techniques using the GRAZPEDWRI-DX dataset. This process addressed class imbalances and significantly improved model performance, with mean Average Precision (mAP) increasing from 63.6 to 66.32%. Results and discussion The iYOLOv8 models demonstrated substantial improvements in performance metrics. The iYOLOv8 + GC model achieved the highest precision at 97.2%, with an F1-score of 67% and an mAP50 of 69.5%, requiring only 3.62 h of training time. In comparison, the iYOLOv8 + ECA model reached 96.7% precision, significantly reducing training time from 8.54 to 2.16 h. The various iYOLOv8-AM models achieved an average accuracy of 96.42% in fracture detection, although performance for detecting bone anomalies and soft tissues was lower due to dataset constraints. The improvements highlight the model’s effectiveness in pathological detection of the pediatric distal radius, suggesting that integrating these AI models into clinical practice could significantly enhance diagnostic efficiency. Conclusion Our improved YOLOv8-AM model, incorporating the GC attention mechanism, demonstrated superior speed and accuracy in pediatric distal radius fracture detection while reducing training time. Future research should explore additional features to further enhance detection capabilities in other musculoskeletal areas, as this model has the potential to adapt to various fracture types with appropriate training. Enhancing pediatric distal radius fracture","2025-08-05","2025-10-29 05:43:15","2025-10-29 05:43:15","2025-10-29 05:43:15","316","","1","25","","BMC Med Imaging","Enhancing pediatric distal radius fracture detection","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\ik_pa\Zotero\storage\9WG6G5XU\Amirouche et al. - 2025 - Enhancing pediatric distal radius fracture detection optimizing YOLOv8 with advanced AI and machine.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TF9H5YHW","journalArticle","2025","Liu, Dongren; Yang, Zhiyuan; Bao, Chunyu; Meng, Qinghua","Artificial intelligence-based method for detecting wrist fractures in children","Scientific Reports","","2045-2322","10.1038/s41598-025-22419-y","https://www.nature.com/articles/s41598-025-22419-y","Pediatric wrist fractures are common skeletal injuries in clinical practice; however, due to the ongoing development of children’s bones, fracture characteristics are complex and often prone to misdiagnosis or missed diagnosis. Moreover, traditional diagnostic methods rely heavily on the physician’s experience, which may compromise efficiency and accuracy, especially in environments with limited medical resources. To address this issue, this study proposes an improved deep learning detection method based onYOLO11s, named Kid-YOLO, for the automatic detection of pediatric wrist fractures in X-ray images. By introducing the C3k2-WTConv module and Focaler-MPDIoU loss function, the model was improved in terms of multi-scale feature extraction, target box localization accuracy optimization, and addressing the class imbalance problem. The C3k2-WTConv module, which combines wavelet transform and convolution operations, effectively enhances the model’s ability to detect subtle fractures and complex patterns. The Focaler-MPDIoU loss function improves performance in detecting rare targets by dynamically adjusting sample weight distribution and optimizing prediction box positioning. Experiments were conducted on the publicly available GRAZPEDWRI-DX dataset after data cleaning, The results show that, compared with theYOLO11 model, the improved model achieves a 3.2% increase in precision, a 1.6% increase in recall, a 1.8% improvement in mAP@50, and a 3.2% improvement in mAP@50–95. Furthermore, this study developed an AI-assisted diagnostic system with an integrated graphical user interface, capable of efficiently performing image loading, fracture detection, and result visualization, thereby providing physicians with a reliable diagnostic tool. In the future, this method is expected to be applied to a broader range of medical imaging analysis tasks, offering new technical support for precision medicine.","2025-11-04","2025-11-15 15:18:11","2025-11-15 15:18:11","2025-11-15 15:18:11","38555","","1","15","","Sci Rep","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\ik_pa\Zotero\storage\U8UTCHVT\Liu et al. - 2025 - Artificial intelligence-based method for detecting wrist fractures in children.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5FUCK5TM","journalArticle","2026","Ferdi, Abdesselam","Lightweight G-YOLOv11: Advancing efficient fracture detection in pediatric wrist X-rays","Biomedical Signal Processing and Control","","17468094","10.1016/j.bspc.2025.108861","https://linkinghub.elsevier.com/retrieve/pii/S1746809425013722","Purpose: Computer-aided diagnosis (CAD) systems have greatly improved the interpretation of medical images by radiologists and surgeons. However, current CAD systems for fracture detection in X-ray images primarily rely on large, resource-intensive detectors, which limits their practicality in clinical settings. To address this limitation, we propose a novel lightweight CAD system based on the YOLO detector for fracture detection. Methods: The proposed system, named ghost convolution-based YOLOv11 (G-YOLOv11), builds on the latest version of the YOLO detector family and incorporates the ghost convolution operation for feature extraction. The ghost convolution operation generates the same number of feature maps as traditional convolution but requires fewer linear operations, thereby reducing the detector’s computational resource requirements. The performance of G-YOLOv11 was evaluated on the GRAZPEDWRI-DX dataset using an NVIDIA A10 GPU. Results: The G-YOLOv11 detector achieved an mAP@0.5 of 0.535 with an inference time of 2.4 ms. Compared to the standard YOLOv11l, G-YOLOv11l demonstrated a 13.6% reduction in mAP@0.5 while achieving a substantial 68.7% reduction in model size. Conclusion: The results establish a new state-of-the-art benchmark in efficiency, demonstrating that GYOLOv11 outperforms existing detectors in terms of computational resource requirements. The proposed system enhances the practicality of CAD-based fracture detection in clinical settings by offering a more lightweight and efficient alternative. Code and models are available at https://github.com/AbdesselamFerdi/GYOLOv11.","2026-03","2025-12-15 11:24:06","2025-12-15 11:24:06","2025-12-15 11:24:06","108861","","","113","","Biomedical Signal Processing and Control","Lightweight G-YOLOv11","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\ik_pa\Zotero\storage\CVLQUT9A\Ferdi - 2026 - Lightweight G-YOLOv11 Advancing efficient fracture detection in pediatric wrist X-rays.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VTW8PXRV","journalArticle","2026","Qiu, Haifeng; Liu, Li; Hong, Jiale; He, Yong; He, Lin; Luo, Yadong","FracDet-v11: a multi-scale attention and wavelet-enhanced network for real-time pediatric wrist fracture detection","Scientific Reports","","2045-2322","10.1038/s41598-026-35827-5","https://www.nature.com/articles/s41598-026-35827-5","Pediatric wrist fracture detection is diagnostically challenging due to subtle fracture morphologies and growth plate obscuration. To address this, we propose FracDet-v11, a specialized real-time framework based on YOLOv11s. We introduce a series of architectural enhancements to optimize feature representation and detection robustness: (1) a reconstructed backbone integrating Haar Wavelet Downsampling (HWD) and PKI-CAA to effectively preserve high-frequency details, complemented by a Dual-branch Channel Attention Module (DCAM); (2) a lightweight Slim-Neck for efficient feature fusion; and (3) a detection head incorporating Deformable Convolution v4 (DCNv4) and Focaler-CIoU loss to adapt to geometric deformations and prioritize hard samples. Benchmarking on the GRAZPEDWRI-DX dataset demonstrates that FracDet-v11 achieves a precision of 73.9% and mAP50 of 64.8%, surpassing the baseline by 3.8% and 3.1%, respectively. Furthermore, the model exhibits robust generalization on the external FracAtlas dataset with an mAP50 of 47.9%, confirming its potential as a reliable assistive tool for clinical diagnosis. The code for this work is available on GitHub at https://github.com/boboji1233/FracDet-v11.","2026-01-21","2026-02-17 11:08:27","2026-02-17 11:08:27","2026-02-17 11:08:27","5888","","1","16","","Sci Rep","FracDet-v11","","","","","Nature Publishing Group","","en","2026 The Author(s)","","","","www.nature.com","","","","C:\Users\ik_pa\Zotero\storage\GWX7S6LL\Qiu et al. - 2026 - FracDet-v11 a multi-scale attention and wavelet-enhanced network for real-time pediatric wrist frac.pdf","","","Engineering; Mathematics and computing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NFGE6QW7","journalArticle","2026","Ju, Rui-Yang; Chien, Chun-Tse; Xieerke, Enkaer; Chiang, Jen-Shiun","Pediatric Wrist Fracture Detection Using Feature Context Excitation Modules in X-Ray Images","IET Image Processing","","1751-9667","10.1049/ipr2.70269","https://onlinelibrary.wiley.com/doi/abs/10.1049/ipr2.70269","Children often suffer wrist trauma in daily life and typically require radiologists to analyse and interpret X-ray images before undergoing surgical treatment. The development of deep learning has enabled neural networks to serve as computer-aided diagnosis (CAD) tools, assisting doctors and experts in medical image diagnostics. Since the you only look once version-8 (YOLOv8) model has achieved satisfactory success in object detection tasks, it has been applied to various fracture detection tasks. This work introduces four variants of feature contexts excitation-YOLOv8 (FCE-YOLOv8) model, each incorporating a different FCE module (i.e., modules of squeeze-and-excitation (SE), global context (GC), gather-excite (GE), and Gaussian context transformer (GCT)) to enhance the model performance. Experimental results on the GRAZPEDWRI-DX dataset demonstrate that our proposed YOLOv8+GC-M3 model improves the {\rm mAP_50^\rm val\ value from 65.78% to 66.32%, outperforming the state-of-the-art (SOTA) model while reducing inference time. Furthermore, our proposed YOLOv8+SE-M3 model achieves the highest {\rm mAP_50^\rm val\ value of 67.07%, exceeding the SOTA performance. The implementation of this work is publicly available at https://github.com/RuiyangJu/FCE-YOLOv8.","2026","2026-03-24 06:43:49","2026-03-24 06:43:54","2026-03-24 06:43:49","e70269","","1","20","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://ietresearch.onlinelibrary.wiley.com/doi/pdf/10.1049/ipr2.70269","","C:\Users\ik_pa\Zotero\storage\M9FZ53GA\Ju et al. - 2026 - Pediatric Wrist Fracture Detection Using Feature Context Excitation Modules in X-Ray Images.pdf; C:\Users\ik_pa\Zotero\storage\9LHX2J53\ipr2.html","","","computer vision; fracture detection; object detection; medical image diagnostics; medical image processing; you only look once (YOLO); feature contexts excitation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
